time,open,high,low,close,Volume,Volume MA
2019-09-05T09:00:00-03:00,102300,103875,102300,102764,163375,170354.25
2019-09-06T09:00:00-03:00,102995,103760,102875,103457,94435,167765
2019-09-09T09:00:00-03:00,104000,104840,103330,103655,150190,167595.5
2019-09-10T09:00:00-03:00,103490,104155,102720,103466,148290,164362
2019-09-11T09:00:00-03:00,103880,104685,103640,103955,125095,161363.25
2019-09-12T09:00:00-03:00,104650,105195,104125,104781,157585,158652
2019-09-13T09:00:00-03:00,105155,105270,103635,103842,111350,154219.75
2019-09-16T09:00:00-03:00,103750,104460,103120,103929,159110,154705.75
2019-09-17T09:00:00-03:00,103700,105225,103300,104951,137295,153793
2019-09-18T09:00:00-03:00,105200,105200,103925,104831,136360,152327.5
2019-09-19T09:00:00-03:00,105600,106430,104535,104667,174425,155239.5
2019-09-20T09:00:00-03:00,105240,105410,104150,105061,155565,151783.25
2019-09-23T09:00:00-03:00,104600,105020,104280,104896,122880,148546.25
2019-09-24T09:00:00-03:00,105475,105475,103690,104126,174055,144084.5
